pl_name,hostname,ra,dec,planet_mass_earth,planet_radius_earth,orbital_period_days,equilibrium_temp_k,discoverymethod,disc_year,stellar_type,distance_parsecs
Kepler-293 b,Kepler-293,286.358,42.406,9.640,3.070,19.25,657,Transit,2014,,974.63
Kepler-293 c,Kepler-293,286.358,42.406,14.000,3.830,54.16,466,Transit,2014,,974.63
Kepler-1615 b,Kepler-1615,286.359,42.227,4.900,2.060,47.31,658,Transit,2016,,1393.83
Kepler-729 b,Kepler-729,286.360,45.414,12.500,3.580,3.17,1273,Transit,2016,,1921.15
TOI-4495.01,TOI-4495,286.362,37.026,12.800,3.630,5.18,1383,Transit,2024,,132.21
Kepler-1411 b,Kepler-1411,286.362,42.964,8.350,2.820,86.12,441,Transit,2016,,1660.48
HATS-23 b,HATS-23,286.367,-50.067,467.210,20.849,2.16,1654,Transit,2017,G V,639.00
Kepler-1132 b,Kepler-1132,286.368,48.424,6.120,2.350,62.89,384,Transit,2016,,867.93
Kepler-1874 b,Kepler-1874,286.372,43.692,5.520,2.211,56.57,356,Transit,2021,,408.01
TOI-1130 b,TOI-1130,286.376,-41.438,19.800,3.660,4.08,825,Transit,2020,,58.26
TOI-1130 c,TOI-1130,286.376,-41.438,336.000,13.000,8.35,650,Transit,2020,,58.26
Kepler-1606 b,Kepler-1606,286.378,43.073,4.940,2.070,196.44,324,Transit,2016,,831.29
Kepler-1583 b,Kepler-1583,286.387,47.017,0.156,0.600,9.33,788,Transit,2016,,403.93
Kepler-404 b,Kepler-404,286.399,45.344,2.150,1.270,11.83,730,Transit,2014,,812.52
Kepler-404 c,Kepler-404,286.399,45.344,3.610,1.720,14.75,678,Transit,2014,,812.52
Kepler-1775 b,Kepler-1775,286.402,38.739,12.900,3.648,85.65,522,Transit,2021,,657.02
Kepler-290 b,Kepler-290,286.410,42.682,5.690,2.250,14.59,594,Transit,2014,,694.63
Kepler-290 c,Kepler-290,286.410,42.682,7.750,2.700,36.77,437,Transit,2014,,694.63
Kepler-290 d,Kepler-290,286.410,42.682,0.566,0.860,0.76,1589,Transit,2023,,694.63
Kepler-883 b,Kepler-883,286.434,50.300,3.820,1.780,12.99,818,Transit,2016,,627.46
Kepler-351 b,Kepler-351,286.453,42.658,4.800,3.060,37.06,498,Transit,2014,,1083.91
Kepler-351 c,Kepler-351,286.453,42.658,11.100,3.190,57.25,431,Transit,2014,,1083.91
Kepler-351 d,Kepler-351,286.453,42.658,7.850,2.720,142.54,318,Transit,2016,,1083.91
KOI-1831 d,Kepler-324,286.471,49.649,2.230,1.130,34.17,475,Transit,2021,,501.57
Kepler-324 b,Kepler-324,286.471,49.649,1.550,1.140,4.39,935,Transit,2014,,501.57
Kepler-324 c,Kepler-324,286.471,49.649,10.100,3.150,51.81,410,Transit,2014,,501.57
Kepler-324 e,Kepler-324,286.471,49.649,4.810,2.039,13.98,635,Transit,2021,,501.57
Kepler-1795 b,Kepler-1795,286.479,39.270,3.400,1.663,13.36,520,Transit,2021,,
Kepler-740 b,Kepler-740,286.482,46.692,18.900,4.570,3.58,1131,Transit,2016,,1442.02
Kepler-1263 b,Kepler-1263,286.484,46.753,1.550,1.140,4.55,907,Transit,2016,,664.83
Kepler-770 b,Kepler-770,286.490,38.375,5.900,2.300,18.93,1171,Transit,2016,,930.46
Kepler-770 c,Kepler-770,286.490,38.375,1.870,1.200,1.48,2740,Transit,2016,,930.46
Kepler-770 d,Kepler-770,286.490,38.375,2.540,1.400,4.15,1941,Transit,2016,,930.46
Kepler-531 b,Kepler-531,286.525,48.684,8.150,2.780,29.89,453,Transit,2016,,252.76
Kepler-585 b,Kepler-585,286.528,43.873,8.400,2.830,2.75,1178,Transit,2016,,585.19
Kepler-296 b,Kepler-296,286.540,49.437,3.220,1.610,10.86,495,Transit,2014,M2 V,167.00
Kepler-296 c,Kepler-296,286.540,49.437,4.660,2.000,5.84,606,Transit,2014,M2 V,167.00
Kepler-296 d,Kepler-296,286.540,49.437,5.020,2.090,19.85,403,Transit,2014,M2 V,167.00
Kepler-296 e,Kepler-296,286.540,49.437,2.960,1.530,34.14,337,Transit,2014,M2 V,167.00
Kepler-296 f,Kepler-296,286.540,49.437,3.890,1.800,63.34,274,Transit,2014,M2 V,167.00
Kepler-1616 b,Kepler-1616,286.544,45.305,1.040,1.020,6.76,1337,Transit,2016,,1137.81
Kepler-571 b,Kepler-571,286.551,49.419,7.460,2.640,4.80,978,Transit,2016,,723.88
Kepler-967 b,Kepler-967,286.558,38.405,6.120,2.350,13.23,638,Transit,2016,,568.55
Kepler-967 c,Kepler-967,286.558,38.405,12.900,3.650,198.71,258,Transit,2016,,568.55
Kepler-242 b,Kepler-242,286.566,41.808,7.320,2.610,8.20,742,Transit,2014,,600.24
Kepler-242 c,Kepler-242,286.566,41.808,4.660,2.000,14.50,613,Transit,2014,,600.24
Kepler-800 b,Kepler-800,286.575,44.795,8.500,2.850,14.13,675,Transit,2016,,1019.26
Kepler-1554 b,Kepler-1554,286.576,41.742,8.750,2.900,198.09,288,Transit,2016,,946.85
Kepler-1421 b,Kepler-1421,286.581,48.544,0.749,0.930,6.91,1209,Transit,2016,,783.40
Kepler-277 b,Kepler-277,286.583,39.077,87.300,2.920,17.32,964,Transit,2013,,976.64
Kepler-277 c,Kepler-277,286.583,39.077,64.200,3.360,33.01,778,Transit,2013,,976.64
Kepler-898 b,Kepler-898,286.585,46.871,2.830,1.490,5.87,616,Transit,2016,,484.89
KOI-4978 b,KOI-4978,286.591,38.558,0.271,0.700,0.94,,Transit,2024,G,936.34
Kepler-1124 b,Kepler-1124,286.594,37.891,2.180,1.280,2.85,621,Transit,2016,,289.90
Kepler-1301 b,Kepler-1301,286.604,42.440,2.540,1.400,9.08,734,Transit,2016,,854.28
Kepler-1701 b,Kepler-1701,286.609,41.889,5.570,2.222,169.13,273,Transit,2020,,584.14
Kepler-1535 b,Kepler-1535,286.614,38.892,7.040,2.550,138.94,384,Transit,2016,,897.73
Kepler-1224 b,Kepler-1224,286.626,37.537,2.330,1.330,13.32,872,Transit,2016,,559.60
Kepler-473 b,Kepler-473,286.630,38.946,15.600,4.080,14.56,879,Transit,2016,,905.94
Kepler-25 b,Kepler-25,286.638,39.488,8.700,2.748,6.24,1185,Transit,2011,F8,243.25
Kepler-25 c,Kepler-25,286.638,39.488,15.200,5.217,12.72,934,Transit,2011,F8,243.25
Kepler-25 d,Kepler-25,286.638,39.488,71.900,10.000,122.40,,Radial Velocity,2014,F8,243.25
Kepler-1488 b,Kepler-1488,286.646,49.938,4.120,1.860,39.82,650,Transit,2016,,905.83
Kepler-1488 c,Kepler-1488,286.646,49.938,3.370,1.652,6.16,1212,Transit,2021,,905.83
Kepler-332 b,Kepler-332,286.663,47.414,1.710,1.170,7.63,703,Transit,2014,,344.19
Kepler-332 c,Kepler-332,286.663,47.414,1.320,1.090,16.00,550,Transit,2014,,344.19
Kepler-332 d,Kepler-332,286.663,47.414,1.760,1.180,34.21,427,Transit,2014,,344.19
Kepler-1177 b,Kepler-1177,286.671,49.406,4.270,1.900,106.25,377,Transit,2016,,1299.97
Kepler-1000 b,Kepler-1000,286.685,47.098,20.300,4.760,120.02,473,Transit,2016,,1115.62
Kepler-1655 b,Kepler-1655,286.690,39.212,5.400,2.213,11.87,938,Transit,2018,G0 V,213.26
Kepler-1567 b,Kepler-1567,286.695,40.292,7.900,2.730,153.98,330,Transit,2016,,1206.11
Kepler-978 b,Kepler-978,286.711,43.043,9.220,2.990,49.62,546,Transit,2016,,682.52
Kepler-1270 b,Kepler-1270,286.716,48.645,11.000,3.320,6.03,1598,Transit,2016,,1095.05
Kepler-1146 b,Kepler-1146,286.717,47.426,2.040,1.230,2.35,1019,Transit,2016,,703.04
HD 177565 b,HD 177565,286.718,-37.812,15.100,4.000,44.51,,Radial Velocity,2017,G8V,16.92
Kepler-52 b,Kepler-52,286.738,49.976,135.000,2.100,7.88,553,Transit,2012,M0 V,321.54
Kepler-52 c,Kepler-52,286.738,49.976,45.400,1.840,16.39,433,Transit,2012,M0 V,321.54
Kepler-52 d,Kepler-52,286.738,49.976,4.460,1.950,36.45,332,Transit,2014,M0 V,321.54
Kepler-859 b,Kepler-859,286.742,43.190,9.750,3.090,20.38,528,Transit,2016,,839.90
KOI-7913 b,KOI-7913 A,286.749,45.159,6.080,2.340,24.28,432,Transit,2022,K6 V,271.28
Kepler-124 b,Kepler-124,286.753,49.065,0.315,0.730,3.41,892,Transit,2014,,420.05
Kepler-124 c,Kepler-124,286.753,49.065,3.710,1.750,13.82,560,Transit,2014,,420.05
Kepler-124 d,Kepler-124,286.753,49.065,1.410,1.110,30.95,428,Transit,2014,,420.05
TOI-2107 b,TOI-2107,286.797,-58.697,263.798,13.574,2.46,1397,Transit,2024,,236.71
TrES-2 b,TrES-2,286.809,49.316,473.567,15.244,2.47,1466,Transit,2006,G0 V,215.32
Kepler-1558 b,Kepler-1558,286.819,46.912,0.244,0.680,3.51,1019,Transit,2016,,325.74
Kepler-38 b,Kepler-38,286.830,42.279,122.000,4.300,105.60,475,Transit,2012,G4 V,1174.59
Kepler-1664 b,Kepler-1664,286.853,49.262,9.450,3.033,14.39,776,Transit,2020,,626.69
TOI-1450 A b,TOI-1450 A,286.854,59.087,1.258,1.130,2.04,722,Transit,2024,M3.0 V,22.45
TOI-1450 A c,TOI-1450 A,286.854,59.087,1.527,1.130,5.07,533,Transit,2024,M3.0 V,22.45
Kepler-152 b,Kepler-152,286.865,41.989,8.200,2.790,18.21,551,Transit,2014,,441.09
Kepler-152 c,Kepler-152,286.865,41.989,6.300,2.390,88.26,326,Transit,2014,,441.09
Kepler-828 b,Kepler-828,286.887,42.471,2.890,1.510,0.57,1848,Transit,2016,,575.32
Kepler-1187 b,Kepler-1187,286.892,38.319,7.320,2.610,18.87,701,Transit,2016,,1020.53
Kepler-790 b,Kepler-790,286.917,38.872,5.390,2.180,13.74,634,Transit,2016,,703.17
Kepler-1692 b,Kepler-1692,286.924,47.054,1.420,1.112,5.96,897,Transit,2020,,591.02
Kepler-1456 b,Kepler-1456,286.945,43.823,1.550,1.140,18.14,433,Transit,2016,,370.31
Kepler-1700 b,Kepler-1700,286.950,45.354,8.760,2.901,234.24,329,Transit,2020,,717.60
Kepler-1376 b,Kepler-1376,286.958,42.541,1.160,1.050,5.31,1042,Transit,2016,,868.06
Kepler-575 b,Kepler-575,286.964,37.830,6.300,2.390,9.38,803,Transit,2016,,853.98
Kepler-1742 b,Kepler-1742,286.967,44.992,5.380,2.178,49.48,462,Transit,2021,,669.57
Kepler-1165 b,Kepler-1165,286.971,44.708,3.020,1.550,9.48,946,Transit,2016,,1575.20
Kepler-1165 c,Kepler-1165,286.971,44.708,11.200,3.361,29.97,644,Transit,2021,,1575.20
KOI-13 b,KOI-13,286.971,46.868,2949.462,16.948,1.76,2550,Transit,2011,,519.10
Kepler-229 b,Kepler-229,286.999,48.376,5.480,2.200,6.25,823,Transit,2014,,826.27
Kepler-229 c,Kepler-229,286.999,48.376,21.500,4.920,16.07,600,Transit,2014,,826.27
Kepler-229 d,Kepler-229,286.999,48.376,14.200,3.850,41.20,439,Transit,2014,,826.27
Kepler-1337 b,Kepler-1337,287.009,46.796,6.390,2.410,24.40,437,Transit,2016,,601.63
Kepler-59 b,Kepler-59,287.039,46.640,1.370,1.100,11.87,864,Transit,2012,,1163.22
Kepler-59 c,Kepler-59,287.039,46.640,4.580,1.980,17.98,752,Transit,2012,,1163.22
Kepler-475 b,Kepler-475,287.052,40.211,6.760,2.490,3.11,980,Transit,2016,,280.07
Kepler-834 b,Kepler-834,287.054,45.180,4.740,2.020,13.32,378,Transit,2016,,633.94
Kepler-846 b,Kepler-846,287.057,49.046,6.710,2.480,19.81,624,Transit,2016,,1127.12
Kepler-1227 b,Kepler-1227,287.066,41.875,5.860,2.290,94.29,369,Transit,2016,,623.71
Kepler-1344 b,Kepler-1344,287.086,46.946,4.040,1.840,4.77,1219,Transit,2016,,853.96
Kepler-1950 b,Kepler-1950,287.087,42.669,2.950,1.527,10.78,752,Transit,2021,,697.25
Kepler-518 b,Kepler-518,287.090,41.374,5.100,2.110,8.51,839,Transit,2016,,337.90
Kepler-1728 b,Kepler-1728,287.094,39.061,9.040,2.955,4.78,886,Transit,2021,,651.78
Kepler-178 b,Kepler-178,287.101,46.896,8.750,2.900,9.58,846,Transit,2014,,716.03
Kepler-178 c,Kepler-178,287.101,46.896,8.650,2.880,20.55,656,Transit,2014,,716.03
Kepler-178 d,Kepler-178,287.101,46.896,14.800,3.950,96.68,392,Transit,2014,,716.03
Kepler-1137 b,Kepler-1137,287.130,48.665,5.480,2.200,23.92,1020,Transit,2016,,921.78
Kepler-491 b,Kepler-491,287.131,42.350,59.000,8.920,4.23,1111,Transit,2016,,630.79
Kepler-1605 b,Kepler-1605,287.135,47.489,1.280,1.080,85.76,528,Transit,2016,,546.23
Kepler-334 b,Kepler-334,287.141,47.115,1.460,1.120,5.47,1090,Transit,2014,,426.59
Kepler-334 c,Kepler-334,287.141,47.115,2.630,1.430,12.76,822,Transit,2014,,426.59
Kepler-334 d,Kepler-334,287.141,47.115,2.570,1.410,25.10,656,Transit,2014,,426.59
Kepler-1850 b,Kepler-1850,287.143,43.616,0.313,0.729,1.39,1008,Transit,2021,,250.20
Kepler-700 b,Kepler-700,287.154,41.566,30.000,5.990,80.87,452,Transit,2016,,1491.76
Kepler-799 b,Kepler-799,287.175,44.878,37.900,6.880,133.46,433,Transit,2016,,1509.08
Kepler-799 c,Kepler-799,287.175,44.878,8.150,2.781,15.19,893,Transit,2021,,1509.08
Kepler-1898 b,Kepler-1898,287.206,38.498,0.760,0.934,4.77,1167,Transit,2021,,360.92
Kepler-543 b,Kepler-543,287.219,38.863,6.800,2.500,13.90,521,Transit,2016,,221.80
Kepler-1464 b,Kepler-1464,287.236,38.754,3.390,1.660,31.78,564,Transit,2016,,1151.73
Kepler-1464 c,Kepler-1464,287.236,38.754,0.972,1.000,5.33,1023,Transit,2016,,1151.73
Kepler-1676 b,Kepler-1676,287.237,43.567,11.300,3.377,29.92,782,Transit,2020,,
Kepler-1185 b,Kepler-1185,287.241,39.333,2.330,1.330,104.35,355,Transit,2016,,459.27
Kepler-244 b,Kepler-244,287.243,42.301,8.050,2.760,4.31,1038,Transit,2014,,1036.49
Kepler-244 c,Kepler-244,287.243,42.301,4.860,2.050,9.77,791,Transit,2014,,1036.49
Kepler-244 d,Kepler-244,287.243,42.301,15.200,2.310,20.05,622,Transit,2014,,1036.49
Kepler-958 b,Kepler-958,287.257,46.067,4.900,2.060,9.77,749,Transit,2016,,449.77
KOI-4777.01,KOI-4777,287.262,42.032,99.200,0.510,0.41,1180,Transit,2014,,172.25
HD 178911 B b,HD 178911 B,287.263,34.601,2552.175,12.600,71.48,,Radial Velocity,2001,G5,40.97
Kepler-776 b,Kepler-776,287.273,41.636,2.180,1.280,4.90,904,Transit,2016,,727.90
Kepler-867 b,Kepler-867,287.285,51.250,19.400,4.640,150.24,327,Transit,2016,,1195.54
Kepler-1808 b,Kepler-1808,287.292,39.383,9.400,3.025,23.34,601,Transit,2021,,1022.01
TOI-1442 b,TOI-1442,287.292,74.174,1.710,1.170,0.41,1072,Transit,2022,,41.17
Kepler-605 b,Kepler-605,287.295,43.280,2.670,1.440,3.38,1133,Transit,2016,,556.58
Kepler-605 c,Kepler-605,287.295,43.280,0.566,0.860,2.36,1278,Transit,2016,,556.58
Kepler-1168 b,Kepler-1168,287.298,47.455,6.800,2.500,55.82,379,Transit,2016,,752.67
Kepler-1143 b,Kepler-1143,287.303,39.290,3.430,1.670,2.89,976,Transit,2016,,555.19
Kepler-1143 c,Kepler-1143,287.303,39.290,12.600,3.600,210.63,234,Transit,2016,,555.19
Kepler-796 b,Kepler-796,287.308,39.145,2.240,1.300,6.40,1109,Transit,2016,,817.58
Kepler-97 b,Kepler-97,287.327,48.673,3.510,1.480,2.59,1328,Transit,2014,,400.91
Kepler-97 c,Kepler-97,287.327,48.673,344.000,,789.00,,Radial Velocity,2014,,400.91
Kepler-651 b,Kepler-651,287.333,46.203,6.210,2.370,21.39,574,Transit,2016,,509.41
Kepler-1713 b,Kepler-1713,287.346,43.378,3.590,1.717,18.01,900,Transit,2021,,295.29
Kepler-1049 b,Kepler-1049,287.347,47.773,0.809,0.950,3.27,625,Transit,2016,,162.01
Kepler-1778 b,Kepler-1778,287.361,43.739,9.360,3.017,10.09,942,Transit,2021,,1276.29
Kepler-21 b,Kepler-21,287.362,38.714,7.500,1.639,2.79,2015,Transit,2012,F6 IV,108.52
Kepler-467 b,Kepler-467,287.363,38.650,5.690,2.250,24.99,712,Transit,2016,,466.27
Kepler-1433 b,Kepler-1433,287.363,49.457,3.050,1.560,4.14,1226,Transit,2016,,1328.00
Kepler-1948 b,Kepler-1948,287.364,47.785,1.090,1.033,15.57,399,Transit,2021,,193.90
Kepler-140 b,Kepler-140,287.369,46.768,3.220,1.610,3.25,1301,Transit,2014,,583.86
Kepler-140 c,Kepler-140,287.369,46.768,3.890,1.800,91.35,428,Transit,2014,,583.86
Kepler-1581 b,Kepler-1581,287.371,39.604,0.437,0.800,6.28,1108,Transit,2016,,493.18
KIC 10525077 b,KIC 10525077,287.378,47.771,25.900,5.500,854.08,,Transit,2015,,1461.15
Kepler-1103 b,Kepler-1103,287.382,49.452,5.770,2.270,19.79,736,Transit,2016,,1331.92
KIC 10001893 b,KIC 10001893,287.389,46.984,,,0.22,,Orbital Brightness Modulation,2014,,1672.94
KIC 10001893 c,KIC 10001893,287.389,46.984,,,0.33,,Orbital Brightness Modulation,2014,,1672.94
KIC 10001893 d,KIC 10001893,287.389,46.984,,,0.81,,Orbital Brightness Modulation,2014,,1672.94
Kepler-279 b,Kepler-279,287.391,42.195,12.800,3.620,12.31,1104,Transit,2014,,1037.40
Kepler-279 c,Kepler-279,287.391,42.195,49.400,4.300,35.74,774,Transit,2013,,1037.40
Kepler-279 d,Kepler-279,287.391,42.195,37.500,3.100,54.41,574,Transit,2013,,1037.40
Kepler-294 b,Kepler-294,287.392,46.059,3.780,1.770,3.70,1087,Transit,2014,,1357.01
Kepler-294 c,Kepler-294,287.392,46.059,7.800,2.710,6.63,895,Transit,2014,,1357.01
Kepler-1528 b,Kepler-1528,287.403,46.574,2.730,1.460,1.79,1549,Transit,2016,,817.53
Kepler-1216 b,Kepler-1216,287.405,45.918,2.510,1.390,4.37,1191,Transit,2016,,1258.36
Kepler-1982 b,Kepler-1982,287.410,39.659,0.381,0.770,3.82,1282,Transit,2023,,558.86
K2-382 b,K2-382,287.413,-19.627,4.950,2.072,21.70,,Transit,2022,,278.41
Kepler-174 b,Kepler-174,287.439,43.832,4.500,1.960,13.98,553,Transit,2014,,384.76
Kepler-174 c,Kepler-174,287.439,43.832,2.830,1.490,44.00,377,Transit,2014,,384.76
Kepler-174 d,Kepler-174,287.439,43.832,5.430,2.190,247.35,212,Transit,2014,,384.76
Kepler-771 b,Kepler-771,287.444,38.088,3.970,1.820,8.74,890,Transit,2016,,1393.85
Kepler-836 b,Kepler-836,287.453,45.704,7.900,2.730,11.36,869,Transit,2016,,980.04
Kepler-1401 b,Kepler-1401,287.466,40.758,3.460,1.680,11.20,808,Transit,2016,,1425.43
Kepler-1548 b,Kepler-1548,287.471,46.081,7.460,2.640,124.83,350,Transit,2016,,872.28
Kepler-778 b,Kepler-778,287.477,44.237,3.460,1.680,3.76,977,Transit,2016,,938.17
Kepler-1085 b,Kepler-1085,287.478,46.141,41.200,7.220,219.32,313,Transit,2016,,1364.53
Kepler-1085 c,Kepler-1085,287.478,46.141,10.700,3.268,56.78,491,Transit,2020,,1364.53
Kepler-454 b,Kepler-454,287.479,38.229,5.400,2.370,10.57,916,Transit,2015,,230.87
Kepler-454 c,Kepler-454,287.479,38.229,1433.406,12.900,524.19,,Radial Velocity,2015,,230.87
Kepler-454 d,Kepler-454,287.479,38.229,734.184,13.300,4073.00,,Radial Velocity,2023,,230.87
HATS-47 b,HATS-47,287.484,-49.665,117.279,12.520,3.92,853,Transit,2020,,300.67
Kepler-1075 b,Kepler-1075,287.501,47.469,2.600,1.420,1.52,818,Transit,2016,,291.28
Kepler-1234 b,Kepler-1234,287.522,51.376,8.300,2.810,11.94,625,Transit,2016,,916.75
Kepler-1646 b,Kepler-1646,287.526,42.913,2.040,1.230,4.49,365,Transit,2016,,127.59
Kepler-1164 b,Kepler-1164,287.530,38.895,1.460,1.120,3.98,936,Transit,2016,,431.62
Kepler-1806 b,Kepler-1806,287.535,49.802,6.150,2.356,9.03,729,Transit,2021,,978.07
Kepler-1381 b,Kepler-1381,287.536,48.728,5.690,2.250,25.38,649,Transit,2016,,1197.04
Kepler-189 b,Kepler-189,287.565,44.305,1.920,1.210,10.40,678,Transit,2014,,591.53
Kepler-189 c,Kepler-189,287.565,44.305,22.700,2.380,20.14,544,Transit,2014,,591.53
Kepler-738 b,Kepler-738,287.570,46.568,6.800,2.500,24.59,530,Transit,2016,,1113.65
Kepler-1027 b,Kepler-1027,287.571,42.814,0.640,0.890,1.91,1268,Transit,2016,,405.10
Kepler-1209 b,Kepler-1209,287.585,49.155,2.890,1.510,25.37,755,Transit,2016,,505.53
Kepler-1076 b,Kepler-1076,287.590,51.061,0.437,0.800,6.15,770,Transit,2016,,199.00
Kepler-760 b,Kepler-760,287.593,44.179,9.590,3.060,8.70,748,Transit,2016,,792.34
Kepler-760 c,Kepler-760,287.593,44.179,2.790,1.480,2.47,1139,Transit,2016,,792.34
Kepler-104 b,Kepler-104,287.605,42.167,19.600,3.100,11.43,852,Transit,2014,,400.79
Kepler-104 c,Kepler-104,287.605,42.167,7.144,3.130,23.67,668,Transit,2014,,400.79
Kepler-104 d,Kepler-104,287.605,42.167,5.540,3.580,51.76,515,Transit,2014,,400.79
Kepler-411 b,Kepler-411,287.606,49.523,25.600,2.401,3.01,1138,Transit,2013,K2 V,153.68
Kepler-411 c,Kepler-411,287.606,49.523,26.400,4.421,7.83,838,Transit,2016,K2 V,153.68
Kepler-411 d,Kepler-411,287.606,49.523,15.200,3.319,58.02,410,Transit,2018,K2 V,153.68
Kepler-411 e,Kepler-411,287.606,49.523,10.800,3.280,31.51,503,Transit Timing Variations,2018,K2 V,153.68
Kepler-659 b,Kepler-659,287.608,47.510,6.800,2.500,17.67,513,Transit,2016,,722.64
Kepler-212 b,Kepler-212,287.621,43.142,1.320,1.090,16.26,830,Transit,2014,,687.19
Kepler-212 c,Kepler-212,287.621,43.142,7.950,2.740,31.81,664,Transit,2014,,687.19
Kepler-1555 b,Kepler-1555,287.635,45.716,3.220,1.610,8.11,959,Transit,2016,,2013.27
Kepler-781 b,Kepler-781,287.654,47.415,8.700,2.890,13.21,629,Transit,2016,,1064.47
Kepler-510 b,Kepler-510,287.655,39.244,6.660,2.470,19.56,797,Transit,2016,,386.18
Kepler-1246 b,Kepler-1246,287.657,48.982,2.420,1.360,11.32,554,Transit,2016,,436.51
Kepler-1697 b,Kepler-1697,287.663,43.471,2.120,1.260,33.50,630,Transit,2020,,247.77
Kepler-20 b,Kepler-20,287.698,42.339,9.700,1.773,3.70,1187,Transit,2011,,282.56
Kepler-20 c,Kepler-20,287.698,42.339,11.100,2.894,10.85,828,Transit,2011,,282.56
Kepler-20 d,Kepler-20,287.698,42.339,13.400,2.606,77.61,430,Transit,2011,,282.56
Kepler-20 e,Kepler-20,287.698,42.339,0.760,0.821,6.10,1004,Transit,2011,,282.56
Kepler-20 f,Kepler-20,287.698,42.339,1.400,0.952,19.58,681,Transit,2011,,282.56
Kepler-20 g,Kepler-20,287.698,42.339,19.960,4.710,34.94,524,Radial Velocity,2016,,282.56
Kepler-1841 b,Kepler-1841,287.707,40.685,2.820,1.489,25.89,542,Transit,2021,,631.70
Kepler-14 b,Kepler-14,287.709,47.333,2669.660,12.733,6.79,1605,Transit,2011,,798.00
Kepler-951 b,Kepler-951,287.738,38.115,26.700,5.590,71.53,340,Transit,2016,,382.51
HIP 94235 b,HIP 94235,287.741,-60.273,379.000,3.000,7.71,1060,Transit,2022,G V,58.52
Kepler-1584 b,Kepler-1584,287.763,43.274,3.220,1.610,13.40,886,Transit,2016,,1416.31
Kepler-1550 b,Kepler-1550,287.765,38.295,9.380,3.020,225.58,348,Transit,2016,,1179.01
Kepler-160 b,Kepler-160,287.774,42.869,3.590,1.715,4.31,1134,Transit,2014,,937.01
Kepler-160 c,Kepler-160,287.774,42.869,13.600,3.760,13.70,771,Transit,2014,,937.01
Kepler-160 d,Kepler-160,287.774,42.869,100.000,,30.00,,Transit Timing Variations,2020,,937.01
Kepler-164 b,Kepler-164,287.781,47.630,2.570,1.410,5.04,1141,Transit,2014,,890.76
Kepler-164 c,Kepler-164,287.781,47.630,7.900,2.730,10.95,881,Transit,2014,,890.76
Kepler-164 d,Kepler-164,287.781,47.630,6.570,2.450,28.99,637,Transit,2014,,890.76
Kepler-164 e,Kepler-164,287.781,47.630,16.700,4.240,94.89,429,Transit,2023,,890.76
HD 179079 b,HD 179079,287.790,-2.639,25.744,5.480,14.48,,Radial Velocity,2008,G5 IV,69.71
Kepler-1250 b,Kepler-1250,287.794,45.980,4.350,1.920,2.61,1431,Transit,2016,,2126.85
Kepler-387 b,Kepler-387,287.798,45.657,1.080,1.030,6.79,994,Transit,2014,,801.05
Kepler-387 c,Kepler-387,287.798,45.657,0.640,0.890,11.84,826,Transit,2014,,801.05
Kepler-1269 b,Kepler-1269,287.806,45.341,3.290,1.630,37.33,657,Transit,2016,,1097.23
Kepler-1517 b,Kepler-1517,287.807,43.189,68.700,9.760,5.55,2336,Transit,2016,,847.30
Kepler-1880 b,Kepler-1880,287.826,40.697,5.130,2.117,6.31,606,Transit,2021,,611.04
Kepler-1268 b,Kepler-1268,287.838,43.153,4.780,2.030,40.99,627,Transit,2016,,1840.77
Kepler-1276 b,Kepler-1276,287.857,40.547,1.810,1.190,12.57,886,Transit,2016,,538.48
Kepler-505 b,Kepler-505,287.858,42.543,7.270,2.600,27.52,314,Transit,2016,,283.41
Kepler-844 b,Kepler-844,287.858,48.774,3.460,1.680,2.61,713,Transit,2016,,431.78
Kepler-1448 b,Kepler-1448,287.867,50.596,3.220,1.610,12.27,811,Transit,2016,,768.90
Kepler-1160 b,Kepler-1160,287.879,43.364,5.220,2.140,7.97,839,Transit,2016,,1077.63
Kepler-105 b,Kepler-105,287.887,46.276,10.800,2.530,5.41,1418,Transit,2013,,459.22
Kepler-105 c,Kepler-105,287.887,46.276,5.600,1.440,7.13,997,Transit,2014,,459.22
Kepler-120 b,Kepler-120,287.892,39.339,8.500,2.150,6.31,575,Transit,2014,M0 V,388.63
Kepler-120 c,Kepler-120,287.892,39.339,2.960,1.530,12.80,455,Transit,2014,M0 V,388.63
Kepler-238 b,Kepler-238,287.897,40.638,3.640,1.730,2.09,1642,Transit,2014,,1798.75
Kepler-238 c,Kepler-238,287.897,40.638,6.300,2.390,6.16,1146,Transit,2014,,1798.75
Kepler-238 d,Kepler-238,287.897,40.638,9.640,3.070,13.23,888,Transit,2014,,1798.75
Kepler-238 e,Kepler-238,287.897,40.638,169.700,5.600,23.65,731,Transit,2013,,1798.75
Kepler-238 f,Kepler-238,287.897,40.638,13.500,2.000,50.45,568,Transit,2013,,1798.75
Kepler-222 b,Kepler-222,287.906,46.938,10.100,3.160,3.94,1004,Transit,2014,,758.85
Kepler-222 c,Kepler-222,287.906,46.938,19.400,4.640,10.09,734,Transit,2014,,758.85
Kepler-222 d,Kepler-222,287.906,46.938,13.200,3.690,28.08,522,Transit,2014,,758.85
Kepler-291 b,Kepler-291,287.916,42.437,5.310,2.160,3.55,1212,Transit,2014,,1786.48
Kepler-291 c,Kepler-291,287.916,42.437,4.190,1.880,5.70,1035,Transit,2014,,1786.48
